FH,FR,MH,MR,CG,NU,FH_x_Squared,FR_x_Squared,MH_x_Squared,MR_x_Squared,CG_x_Squared,NU_x_Squared,Distance,TallerParent,Distance_Squared,TallerParent_Squared,CH
177.8,0.0,152.4,0.0,1.0,0,31612.840000000004,0.0,23225.760000000002,0.0,1.0,0,25.400000000000006,-1.0,645.1600000000003,1.0,170.18
187.96,0.0,160.02,0.0,,0,35328.9616,0.0,25606.400400000002,0.0,,0,27.939999999999998,-1.0,780.6435999999999,1.0,198.12
190.5,0.0,162.56,0.0,1.0,0,36290.25,0.0,26425.7536,0.0,1.0,0,27.939999999999998,-1.0,780.6435999999999,1.0,170.18
175.26,4.0,167.64,4.0,1.0,0,30716.0676,16.0,28103.169599999994,16.0,1.0,0,7.6200000000000045,-1.0,58.06440000000007,1.0,167.64
170.18,1.0,167.64,1.0,0.0,0,28961.2324,1.0,28103.169599999994,1.0,0.0,0,2.5400000000000205,-1.0,6.451600000000104,1.0,172.72
182.42,1.0,165.1,1.0,0.0,0,33277.056399999994,1.0,27258.01,1.0,0.0,0,17.319999999999993,-1.0,299.98239999999976,1.0,185.42
162.56,3.0,162.56,0.0,1.0,0,26425.7536,9.0,26425.7536,0.0,1.0,0,0.0,,0.0,,157.48
182.88,0.0,157.48,0.0,1.0,0,33445.0944,0.0,24799.950399999998,0.0,1.0,0,25.400000000000006,-1.0,645.1600000000003,1.0,154.94
182.88,1.0,165.1,,1.0,0,33445.0944,1.0,27258.01,,1.0,0,17.78,-1.0,316.12840000000006,1.0,157.48
182.88,1.0,162.56,1.0,1.0,0,33445.0944,1.0,26425.7536,1.0,1.0,0,20.319999999999993,-1.0,412.9023999999997,1.0,162.56
188.0,0.0,173.0,0.0,1.0,0,35344.0,0.0,29929.0,0.0,1.0,0,15.0,-1.0,225.0,1.0,178.0
188.0,1.0,150.0,1.0,1.0,0,35344.0,1.0,22500.0,1.0,1.0,0,38.0,-1.0,1444.0,1.0,170.0
175.0,1.0,178.0,0.0,1.0,0,30625.0,1.0,31684.0,0.0,1.0,0,3.0,1.0,9.0,1.0,178.0
175.0,1.0,183.0,1.0,1.0,0,30625.0,1.0,33489.0,1.0,1.0,0,8.0,1.0,64.0,1.0,165.0
178.0,0.0,170.0,1.0,0.0,0,31684.0,0.0,28900.0,1.0,0.0,0,8.0,-1.0,64.0,1.0,183.0
185.0,0.0,152.0,0.0,1.0,0,34225.0,0.0,23104.0,0.0,1.0,0,33.0,-1.0,1089.0,1.0,168.0
165.0,3.0,157.0,3.0,1.0,1,27225.0,9.0,24649.0,9.0,1.0,1,8.0,-1.0,64.0,1.0,165.0
178.0,1.0,152.0,1.0,1.0,0,31684.0,1.0,23104.0,1.0,1.0,0,26.0,-1.0,676.0,1.0,163.0
170.0,1.0,157.0,1.0,1.0,1,28900.0,1.0,24649.0,1.0,1.0,1,13.0,-1.0,169.0,1.0,163.0
173.0,1.0,152.0,1.0,0.0,0,29929.0,1.0,23104.0,1.0,0.0,0,21.0,-1.0,441.0,1.0,183.0
175.0,1.0,150.0,1.0,1.0,0,30625.0,1.0,22500.0,1.0,1.0,0,25.0,-1.0,625.0,1.0,163.0
183.0,1.0,168.0,1.0,1.0,0,33489.0,1.0,28224.0,1.0,1.0,0,15.0,-1.0,225.0,1.0,175.0
163.0,3.0,170.0,1.0,1.0,0,26569.0,9.0,28900.0,1.0,1.0,0,7.0,1.0,49.0,1.0,165.0
175.0,1.0,173.0,1.0,1.0,0,30625.0,1.0,29929.0,1.0,1.0,0,2.0,-1.0,4.0,1.0,178.0
165.0,1.0,163.0,1.0,1.0,1,27225.0,1.0,26569.0,1.0,1.0,1,2.0,-1.0,4.0,1.0,150.0
185.0,1.0,170.0,1.0,1.0,0,34225.0,1.0,28900.0,1.0,1.0,0,15.0,-1.0,225.0,1.0,175.0
178.0,1.0,170.0,1.0,1.0,0,31684.0,1.0,28900.0,1.0,1.0,0,8.0,-1.0,64.0,1.0,183.0
170.0,1.0,165.0,1.0,0.0,0,28900.0,1.0,27225.0,1.0,0.0,0,5.0,-1.0,25.0,1.0,175.0
167.0,0.0,167.0,0.0,1.0,0,27889.0,0.0,27889.0,0.0,1.0,0,0.0,,0.0,,162.0
167.0,0.0,167.0,0.0,0.0,0,27889.0,0.0,27889.0,0.0,0.0,0,0.0,,0.0,,177.0
185.0,0.0,165.0,0.0,1.0,0,34225.0,0.0,27225.0,0.0,1.0,0,20.0,-1.0,400.0,1.0,167.0
165.0,0.0,150.0,0.0,1.0,0,27225.0,0.0,22500.0,0.0,1.0,0,15.0,-1.0,225.0,1.0,157.0
165.0,0.0,150.0,0.0,1.0,0,27225.0,0.0,22500.0,0.0,1.0,0,15.0,-1.0,225.0,1.0,150.0
165.0,0.0,150.0,0.0,1.0,0,27225.0,0.0,22500.0,0.0,1.0,0,15.0,-1.0,225.0,1.0,155.0
160.0,0.0,160.0,0.0,1.0,0,25600.0,0.0,25600.0,0.0,1.0,0,0.0,,0.0,,157.0
160.0,0.0,160.0,0.0,1.0,0,25600.0,0.0,25600.0,0.0,1.0,0,0.0,,0.0,,167.0
160.0,0.0,160.0,0.0,0.0,0,25600.0,0.0,25600.0,0.0,0.0,0,0.0,,0.0,,177.0
165.0,3.0,155.0,3.0,1.0,0,27225.0,9.0,24025.0,9.0,1.0,0,10.0,-1.0,100.0,1.0,157.0
165.0,3.0,155.0,3.0,0.0,0,27225.0,9.0,24025.0,9.0,0.0,0,10.0,-1.0,100.0,1.0,172.0
175.0,0.0,168.0,0.0,1.0,0,30625.0,0.0,28224.0,0.0,1.0,0,7.0,-1.0,49.0,1.0,170.0
175.0,0.0,168.0,0.0,1.0,0,30625.0,0.0,28224.0,0.0,1.0,0,7.0,-1.0,49.0,1.0,172.0
175.0,0.0,168.0,0.0,1.0,0,30625.0,0.0,28224.0,0.0,1.0,0,7.0,-1.0,49.0,1.0,171.0
175.0,0.0,168.0,0.0,0.0,0,30625.0,0.0,28224.0,0.0,0.0,0,7.0,-1.0,49.0,1.0,180.0
170.0,0.0,177.0,0.0,1.0,0,28900.0,0.0,31329.0,0.0,1.0,0,7.0,1.0,49.0,1.0,177.0
170.0,0.0,177.0,0.0,1.0,0,28900.0,0.0,31329.0,0.0,1.0,0,7.0,1.0,49.0,1.0,167.0
170.0,0.0,177.0,0.0,0.0,0,28900.0,0.0,31329.0,0.0,0.0,0,7.0,1.0,49.0,1.0,188.0
183.0,0.0,165.0,0.0,1.0,0,33489.0,0.0,27225.0,0.0,1.0,0,18.0,-1.0,324.0,1.0,165.0
183.0,0.0,165.0,0.0,0.0,0,33489.0,0.0,27225.0,0.0,0.0,0,18.0,-1.0,324.0,1.0,183.0
179.0,3.0,156.0,3.0,0.0,0,32041.0,9.0,24336.0,9.0,0.0,0,23.0,-1.0,529.0,1.0,186.0
172.0,3.0,162.0,3.0,1.0,1,29584.0,9.0,26244.0,9.0,1.0,1,10.0,-1.0,100.0,1.0,164.0
172.0,3.0,162.0,3.0,1.0,1,29584.0,9.0,26244.0,9.0,1.0,1,10.0,-1.0,100.0,1.0,159.0
172.0,3.0,162.0,3.0,0.0,1,29584.0,9.0,26244.0,9.0,0.0,1,10.0,-1.0,100.0,1.0,170.0
174.0,3.0,163.0,3.0,0.0,1,30276.0,9.0,26569.0,9.0,0.0,1,11.0,-1.0,121.0,1.0,179.0
174.0,3.0,163.0,3.0,1.0,0,30276.0,9.0,26569.0,9.0,1.0,0,11.0,-1.0,121.0,1.0,162.0
174.0,3.0,163.0,3.0,1.0,0,30276.0,9.0,26569.0,9.0,1.0,0,11.0,-1.0,121.0,1.0,164.0
174.0,3.0,168.0,3.0,0.0,0,30276.0,9.0,28224.0,9.0,0.0,0,6.0,-1.0,36.0,1.0,183.0
174.0,3.0,168.0,3.0,1.0,0,30276.0,9.0,28224.0,9.0,1.0,0,6.0,-1.0,36.0,1.0,178.0
178.0,3.0,162.0,3.0,1.0,0,31684.0,9.0,26244.0,9.0,1.0,0,16.0,-1.0,256.0,1.0,168.0
178.0,3.0,162.0,3.0,1.0,0,31684.0,9.0,26244.0,9.0,1.0,0,16.0,-1.0,256.0,1.0,168.0
159.0,3.0,167.0,3.0,1.0,0,25281.0,9.0,27889.0,9.0,1.0,0,8.0,1.0,64.0,1.0,152.0
159.0,3.0,167.0,3.0,1.0,0,25281.0,9.0,27889.0,9.0,1.0,0,8.0,1.0,64.0,1.0,158.0
171.0,3.0,160.0,3.0,1.0,0,29241.0,9.0,25600.0,9.0,1.0,0,11.0,-1.0,121.0,1.0,161.0
171.0,3.0,160.0,3.0,1.0,0,29241.0,9.0,25600.0,9.0,1.0,0,11.0,-1.0,121.0,1.0,158.0
176.0,3.0,168.0,3.0,0.0,0,30976.0,9.0,28224.0,9.0,0.0,0,8.0,-1.0,64.0,1.0,183.0
162.0,3.0,155.0,3.0,1.0,0,26244.0,9.0,24025.0,9.0,1.0,0,7.0,-1.0,49.0,1.0,165.0
162.0,3.0,155.0,3.0,0.0,0,26244.0,9.0,24025.0,9.0,0.0,0,7.0,-1.0,49.0,1.0,170.0
173.0,3.0,165.0,3.0,0.0,0,29929.0,9.0,27225.0,9.0,0.0,0,8.0,-1.0,64.0,1.0,182.0
173.0,3.0,165.0,3.0,1.0,0,29929.0,9.0,27225.0,9.0,1.0,0,8.0,-1.0,64.0,1.0,170.0
278.0,3.0,155.0,3.0,0.0,0,77284.0,9.0,24025.0,9.0,0.0,0,123.0,-1.0,15129.0,1.0,173.0
171.0,3.0,167.0,3.0,0.0,0,29241.0,9.0,27889.0,9.0,0.0,0,4.0,-1.0,16.0,1.0,178.0
171.0,3.0,167.0,3.0,0.0,0,29241.0,9.0,27889.0,9.0,0.0,0,4.0,-1.0,16.0,1.0,171.0
170.0,3.0,156.0,3.0,0.0,0,28900.0,9.0,24336.0,9.0,0.0,0,14.0,-1.0,196.0,1.0,177.0
173.0,3.0,160.0,3.0,1.0,0,29929.0,9.0,25600.0,9.0,1.0,0,13.0,-1.0,169.0,1.0,165.0
176.0,3.0,164.0,3.0,0.0,0,30976.0,9.0,26896.0,9.0,0.0,0,12.0,-1.0,144.0,1.0,183.0
175.0,3.0,168.0,3.0,0.0,0,30625.0,9.0,28224.0,9.0,0.0,0,7.0,-1.0,49.0,1.0,180.0
170.0,3.0,159.0,3.0,1.0,0,28900.0,9.0,25281.0,9.0,1.0,0,11.0,-1.0,121.0,1.0,162.5
170.0,3.0,159.0,3.0,1.0,0,28900.0,9.0,25281.0,9.0,1.0,0,11.0,-1.0,121.0,1.0,165.0
172.0,3.0,158.0,3.0,1.0,0,29584.0,9.0,24964.0,9.0,1.0,0,14.0,-1.0,196.0,1.0,168.0
172.0,3.0,158.0,3.0,0.0,0,29584.0,9.0,24964.0,9.0,0.0,0,14.0,-1.0,196.0,1.0,175.0
172.0,3.0,158.0,3.0,0.0,0,29584.0,9.0,24964.0,9.0,0.0,0,14.0,-1.0,196.0,1.0,176.5
165.5,3.0,162.5,3.0,1.0,0,27390.25,9.0,26406.25,9.0,1.0,0,3.0,-1.0,9.0,1.0,170.0
172.0,3.0,161.0,3.0,0.0,0,29584.0,9.0,25921.0,9.0,0.0,0,11.0,-1.0,121.0,1.0,172.0
166.0,3.0,160.0,3.0,0.0,0,27556.0,9.0,25600.0,9.0,0.0,0,6.0,-1.0,36.0,1.0,179.0
170.0,3.0,165.0,3.0,1.0,0,28900.0,9.0,27225.0,9.0,1.0,0,5.0,-1.0,25.0,1.0,162.5
183.0,3.0,169.0,3.0,0.0,0,33489.0,9.0,28561.0,9.0,0.0,0,14.0,-1.0,196.0,1.0,185.0
169.0,3.0,161.0,3.0,0.0,0,28561.0,9.0,25921.0,9.0,0.0,0,8.0,-1.0,64.0,1.0,176.0
180.0,3.0,156.0,3.0,1.0,0,32400.0,9.0,24336.0,9.0,1.0,0,24.0,-1.0,576.0,1.0,164.0
174.0,3.0,164.0,3.0,1.0,0,30276.0,9.0,26896.0,9.0,1.0,0,10.0,-1.0,100.0,1.0,164.0
170.0,3.0,165.0,3.0,1.0,0,28900.0,9.0,27225.0,9.0,1.0,0,5.0,-1.0,25.0,1.0,160.0
169.0,3.0,159.0,3.0,0.0,0,28561.0,9.0,25281.0,9.0,0.0,0,10.0,-1.0,100.0,1.0,170.0
176.0,3.0,170.0,3.0,1.0,0,30976.0,9.0,28900.0,9.0,1.0,0,6.0,-1.0,36.0,1.0,177.0
176.0,3.0,170.0,3.0,1.0,0,30976.0,9.0,28900.0,9.0,1.0,0,6.0,-1.0,36.0,1.0,170.0
179.0,3.0,156.0,3.0,0.0,0,32041.0,9.0,24336.0,9.0,0.0,0,23.0,-1.0,529.0,1.0,186.0
182.88,0.0,175.26,0.0,0.0,0,33445.0944,0.0,30716.0676,0.0,0.0,0,7.6200000000000045,-1.0,58.06440000000007,1.0,192.0
180.0,2.0,160.0,2.0,0.0,0,32400.0,4.0,25600.0,4.0,0.0,0,20.0,-1.0,400.0,1.0,180.0
187.96,0.0,165.1,0.0,0.0,0,35328.9616,0.0,27258.01,0.0,0.0,0,22.860000000000014,-1.0,522.5796000000006,1.0,182.9
198.12,0.0,177.8,0.0,0.0,0,39251.534400000004,0.0,31612.840000000004,0.0,0.0,0,20.319999999999993,-1.0,412.9023999999997,1.0,188.0
175.26,3.0,162.56,0.0,0.0,0,30716.0676,9.0,26425.7536,0.0,0.0,0,12.699999999999989,-1.0,161.2899999999997,1.0,182.9
165.1,2.0,160.02,2.0,0.0,0,27258.01,4.0,25606.400400000002,4.0,0.0,0,5.079999999999984,-1.0,25.806399999999837,1.0,175.3
185.42,2.0,172.72,2.0,0.0,0,34380.5764,4.0,29832.1984,4.0,0.0,0,12.699999999999989,-1.0,161.2899999999997,1.0,182.9
182.88,0.0,160.02,0.0,0.0,0,33445.0944,0.0,25606.400400000002,0.0,0.0,0,22.859999999999985,-1.0,522.5795999999993,1.0,172.7
167.64,0.0,165.1,0.0,1.0,0,28103.169599999994,0.0,27258.01,0.0,1.0,0,2.539999999999992,-1.0,6.451599999999959,1.0,154.94
182.88,0.0,160.02,0.0,0.0,0,33445.0944,0.0,25606.400400000002,0.0,0.0,0,22.859999999999985,-1.0,522.5795999999993,1.0,167.64
172.72,0.0,165.1,0.0,0.0,0,29832.1984,0.0,27258.01,0.0,0.0,0,7.6200000000000045,-1.0,58.06440000000007,1.0,175.26
175.26,0.0,162.56,0.0,0.0,0,30716.0676,0.0,26425.7536,0.0,0.0,0,12.699999999999989,-1.0,161.2899999999997,1.0,180.34
172.72,0.0,167.64,0.0,0.0,0,29832.1984,0.0,28103.169599999994,0.0,0.0,0,5.0800000000000125,-1.0,25.806400000000128,1.0,182.88
175.26,0.0,175.26,0.0,0.0,0,30716.0676,0.0,30716.0676,0.0,0.0,0,0.0,,0.0,,167.64
155.0,1.0,155.0,1.0,1.0,0,24025.0,1.0,24025.0,1.0,1.0,0,0.0,,0.0,,155.0
155.0,1.0,155.0,1.0,1.0,0,24025.0,1.0,24025.0,1.0,1.0,0,0.0,,0.0,,149.0
157.0,1.0,157.0,1.0,1.0,0,24649.0,1.0,24649.0,1.0,1.0,0,0.0,,0.0,,157.0
186.0,1.0,186.0,1.0,0.0,0,34596.0,1.0,34596.0,1.0,0.0,0,0.0,,0.0,,186.0
186.0,1.0,186.0,1.0,1.0,0,34596.0,1.0,34596.0,1.0,1.0,0,0.0,,0.0,,157.0
186.0,1.0,186.0,1.0,1.0,0,34596.0,1.0,34596.0,1.0,1.0,0,0.0,,0.0,,160.0
186.0,1.0,186.0,1.0,1.0,0,34596.0,1.0,34596.0,1.0,1.0,0,0.0,,0.0,,170.0
180.0,1.0,180.0,1.0,0.0,0,32400.0,1.0,32400.0,1.0,0.0,0,0.0,,0.0,,180.0
167.0,1.0,167.0,1.0,1.0,0,27889.0,1.0,27889.0,1.0,1.0,0,0.0,,0.0,,167.0
167.0,1.0,167.0,1.0,0.0,0,27889.0,1.0,27889.0,1.0,0.0,0,0.0,,0.0,,185.0
167.0,1.0,167.0,1.0,1.0,0,27889.0,1.0,27889.0,1.0,1.0,0,0.0,,0.0,,165.0
179.0,1.0,156.0,3.0,0.0,0,32041.0,1.0,24336.0,9.0,0.0,0,23.0,-1.0,529.0,1.0,186.0
187.96,1.0,160.02,1.0,0.0,0,35328.9616,1.0,25606.400400000002,1.0,0.0,0,27.939999999999998,-1.0,780.6435999999999,1.0,177.8
175.26,0.0,172.72,1.0,1.0,0,30716.0676,0.0,29832.1984,1.0,1.0,0,2.539999999999992,-1.0,6.451599999999959,1.0,157.48
173.0,2.0,156.0,2.0,0.0,0,29929.0,4.0,24336.0,4.0,0.0,0,17.0,-1.0,289.0,1.0,174.0
177.8,1.0,167.64,1.0,0.0,0,31612.840000000004,1.0,28103.169599999994,1.0,0.0,0,10.160000000000025,-1.0,103.22560000000051,1.0,175.26
182.88,0.0,149.86,0.0,0.0,0,33445.0944,0.0,22458.019600000003,0.0,0.0,0,33.01999999999998,-1.0,1090.3203999999987,1.0,167.64
160.02,0.0,152.4,0.0,0.0,0,25606.400400000002,0.0,23225.760000000002,0.0,0.0,0,7.6200000000000045,-1.0,58.06440000000007,1.0,165.1
190.5,0.0,175.26,0.0,0.0,0,36290.25,0.0,30716.0676,0.0,0.0,0,15.240000000000009,-1.0,232.25760000000028,1.0,194.31
177.8,1.0,172.72,1.0,0.0,0,31612.840000000004,1.0,29832.1984,1.0,0.0,0,5.0800000000000125,-1.0,25.806400000000128,1.0,177.8
177.8,0.0,157.48,0.0,0.0,0,31612.840000000004,0.0,24799.950399999998,0.0,0.0,0,20.32000000000002,-1.0,412.90240000000085,1.0,182.88
175.26,3.0,170.18,3.0,0.0,0,30716.0676,9.0,28961.2324,9.0,0.0,0,5.079999999999984,-1.0,25.806399999999837,1.0,177.8
185.0,0.0,160.0,0.0,1.0,0,34225.0,0.0,25600.0,0.0,1.0,0,25.0,-1.0,625.0,1.0,177.0
175.0,0.0,168.0,0.0,1.0,0,30625.0,0.0,28224.0,0.0,1.0,0,7.0,-1.0,49.0,1.0,169.0
168.0,0.0,170.0,0.0,0.0,1,28224.0,0.0,28900.0,0.0,0.0,1,2.0,1.0,4.0,1.0,180.0
184.0,0.0,160.0,0.0,0.0,0,33856.0,0.0,25600.0,0.0,0.0,0,24.0,-1.0,576.0,1.0,174.0
179.0,0.0,166.0,0.0,1.0,0,32041.0,0.0,27556.0,0.0,1.0,0,13.0,-1.0,169.0,1.0,172.0
178.0,0.0,172.0,0.0,0.0,0,31684.0,0.0,29584.0,0.0,0.0,0,6.0,-1.0,36.0,1.0,168.0
180.0,0.0,150.0,0.0,1.0,0,32400.0,0.0,22500.0,0.0,1.0,0,30.0,-1.0,900.0,1.0,155.0
177.0,0.0,163.0,0.0,0.0,0,31329.0,0.0,26569.0,0.0,0.0,0,14.0,-1.0,196.0,1.0,187.0
170.0,0.0,160.0,0.0,1.0,0,28900.0,0.0,25600.0,0.0,1.0,0,10.0,-1.0,100.0,1.0,160.0
185.0,0.0,168.0,0.0,1.0,0,34225.0,0.0,28224.0,0.0,1.0,0,17.0,-1.0,289.0,1.0,160.0
175.0,0.0,165.0,0.0,1.0,0,30625.0,0.0,27225.0,0.0,1.0,0,10.0,-1.0,100.0,1.0,155.0
185.0,0.0,163.0,0.0,1.0,0,34225.0,0.0,26569.0,0.0,1.0,0,22.0,-1.0,484.0,1.0,167.0
188.0,0.0,167.0,0.0,1.0,0,35344.0,0.0,27889.0,0.0,1.0,0,21.0,-1.0,441.0,1.0,173.0
175.0,0.0,169.0,0.0,1.0,1,30625.0,0.0,28561.0,0.0,1.0,1,6.0,-1.0,36.0,1.0,162.0
181.0,0.0,162.0,0.0,0.0,0,32761.0,0.0,26244.0,0.0,0.0,0,19.0,-1.0,361.0,1.0,179.0
175.0,0.0,158.0,0.0,1.0,0,30625.0,0.0,24964.0,0.0,1.0,0,17.0,-1.0,289.0,1.0,163.0
178.0,0.0,162.0,0.0,1.0,0,31684.0,0.0,26244.0,0.0,1.0,0,16.0,-1.0,256.0,1.0,160.0
168.0,0.0,173.0,0.0,1.0,0,28224.0,0.0,29929.0,0.0,1.0,0,5.0,1.0,25.0,1.0,158.0
168.0,2.0,161.0,2.0,1.0,1,28224.0,4.0,25921.0,4.0,1.0,1,7.0,-1.0,49.0,1.0,173.0
